Designator,Mid X,Mid Y,Rotation,Layer
F1,43.0715,-28.13005,0.0,top
J1,37.94,-20.67005,180.0,top
J2,44.288893,-35.05005,270.0,top
R1,25.93,-22.62,180.0,top
R2,29.7,-25.015,90.0,top
R3,44.96,-25.22,0.0,top
U1,37.952461,-30.537661,270.0,top
U2,32.75,-31.0375,90.0,top
